model_path,params,tp,fp,tn,fn,accuracy,precision,recall,f1-score
results/task3/models/1741704118.pth,"{'batch_size': 16, 'epochs': 70, 'learning_rate': 0.1}","[11, 8, 8, 9]","[2, 4, 2, 0]","[31, 29, 31, 33]","[0, 3, 3, 2]",0.8181818181818182,0.8282051282051281,0.8181818181818182,0.8185559005713817
results/task3/models/1742103416.pth,"{'batch_size': 64, 'epochs': 70, 'learning_rate': 0.1}","[11, 8, 7, 10]","[3, 3, 1, 1]","[30, 30, 32, 32]","[0, 3, 4, 1]",0.8181818181818182,0.8242694805194806,0.8181818181818182,0.8133014353571902
